title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes
le quattro volte,Lorb.,153000.0,103000,2011,tt1646975,le quattro volte,le quattro volte,2010,88.0,drama,7.2,3354
caterpillar,Lorb.,4200.0,248000,2011,tt1508290,caterpillar,kyatapirâ,2010,85.0,"drama,war",6.7,962
"if i want to whistle, i whistle",FM,12100.0,220000,2011,tt1590024,"if i want to whistle, i whistle","eu cand vreau sa fluier, fluier",2010,94.0,drama,7.2,5737
the robber,Kino,83500.0,125000,2011,tt1339161,the robber,der räuber,2010,90.0,"biography,crime,drama",6.8,4130
henry's crime,MPFT,103000.0,102000,2011,tt1220888,henry's crime,henry's crime,2010,108.0,"comedy,crime,drama",6.0,17764
film socialisme,Lorb.,33000.0,159000,2011,tt1438535,film socialisme,film socialisme,2010,102.0,drama,5.8,2311
a screaming man,FM,9900.0,175000,2011,tt1639901,a screaming man,un homme qui crie,2010,92.0,drama,6.7,1370
nostalgia for the light,Icar.,164000.0,13700,2011,tt1556190,nostalgia for the light,nostalgia de la luz,2010,90.0,documentary,7.6,4242
road to nowhere,Mont.,40300.0,121000,2011,tt1504319,road to nowhere,road to nowhere,2010,121.0,"romance,thriller",5.5,1552
the arbor,Strand,21600.0,105000,2011,tt1623008,the arbor,the arbor,2010,94.0,"biography,documentary,drama",7.2,1566
mysteries of lisbon,MBox,111000.0,14900,2011,tt1236371,mysteries of lisbon,mistérios de lisboa,2010,272.0,"drama,mystery,romance",7.5,2928
"tuesday, after christmas",Lorb.,27800.0,36200,2011,tt1470024,"tuesday, after christmas","marti, dupã crãciun",2010,99.0,"drama,romance",7.0,3964
aurora,CGld,5700.0,5100,2011,tt1403047,aurora,aurora,2010,181.0,drama,6.7,1398
skyfall,Sony,304400000.0,804200000,2012,tt1074638,skyfall,skyfall,2012,143.0,"action,adventure,thriller",7.8,592221
the dark knight rises,WB,448100000.0,636800000,2012,tt1345836,the dark knight rises,the dark knight rises,2012,164.0,"action,thriller",8.4,1387769
the hobbit: an unexpected journey,WB (NL),303000000.0,718100000,2012,tt0903624,the hobbit: an unexpected journey,the hobbit: an unexpected journey,2012,169.0,"adventure,family,fantasy",7.9,719629
ice age: continental drift,Fox,161300000.0,715900000,2012,tt1667889,ice age: continental drift,ice age: continental drift,2012,88.0,"adventure,animation,comedy",6.6,175601
the amazing spider-man,Sony,262000000.0,495900000,2012,tt0948470,the amazing spider-man,the amazing spider-man,2012,136.0,"action,adventure,sci-fi",7.0,525632
madagascar 3: europe's most wanted,P/DW,216400000.0,530500000,2012,tt1277953,madagascar 3: europe's most wanted,madagascar 3: europe's most wanted,2012,93.0,"adventure,animation,comedy",6.8,146858
the hunger games,LGF,408000000.0,286400000,2012,tt1392170,the hunger games,the hunger games,2012,142.0,"action,adventure,sci-fi",7.2,795227
life of pi,Fox,125000000.0,484000000,2012,tt0454876,life of pi,life of pi,2012,127.0,"adventure,drama,fantasy",7.9,535836
ted,Uni.,218800000.0,330600000,2012,tt1637725,ted,ted,2012,106.0,"comedy,fantasy",6.9,538367
brave,BV,237300000.0,303200000,2012,tt1217209,brave,brave,2012,93.0,"adventure,animation,comedy",7.1,338728
wreck-it ralph,BV,189400000.0,281800000,2012,tt1772341,wreck-it ralph,wreck-it ralph,2012,101.0,"adventure,animation,comedy",7.7,344496
django unchained,Wein.,162800000.0,262600000,2012,tt1853728,django unchained,django unchained,2012,165.0,"drama,western",8.4,1211405
prometheus,Fox,126500000.0,276900000,2012,tt1446714,prometheus,prometheus,2012,124.0,"adventure,mystery,sci-fi",7.0,538720
snow white and the huntsman,Uni.,155300000.0,241300000,2012,tt1735898,snow white and the huntsman,snow white and the huntsman,2012,127.0,"action,adventure,drama",6.1,258938
taken 2,Fox,139900000.0,236300000,2012,tt1397280,taken 2,taken 2,2012,92.0,"action,thriller",6.3,273106
hotel transylvania,Sony,148300000.0,210100000,2012,tt0837562,hotel transylvania,hotel transylvania,2012,91.0,"animation,comedy,family",7.1,204571
journey 2: the mysterious island,WB (NL),103900000.0,231400000,2012,tt1397514,journey 2: the mysterious island,journey 2: the mysterious island,2012,94.0,"action,adventure,comedy",5.8,83507
the expendables 2,LGF,85000000.0,229900000,2012,tt1764651,the expendables 2,the expendables 2,2012,103.0,"action,adventure,thriller",6.6,277584
rise of the guardians,P/DW,103400000.0,203500000,2012,tt1446192,rise of the guardians,rise of the guardians,2012,97.0,"action,adventure,animation",7.3,145281
wrath of the titans,WB,83700000.0,221600000,2012,tt1646987,wrath of the titans,wrath of the titans,2012,99.0,"action,adventure,fantasy",5.7,172330
battleship,Uni.,65400000.0,237600000,2012,tt1440129,battleship,battleship,2012,131.0,"action,adventure,sci-fi",5.8,225342
john carter,BV,73100000.0,211100000,2012,tt0401729,john carter,john carter,2012,132.0,"action,adventure,sci-fi",6.6,241792
the bourne legacy,Uni.,113200000.0,162900000,2012,tt1194173,the bourne legacy,the bourne legacy,2012,135.0,"action,adventure,thriller",6.7,268678
